Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS
Byron Buxton,MIN,DH,31,102.0,355,62,99,27,3,18,56,7,2,20,99,0.0,2.0,11,0.279,0.335,0.524,0.859
Bo Naylor,CLE,C,25,123.0,354,39,71,10,2,13,39,6,3,29,122,2.0,2.0,2,0.201,0.264,0.35,0.614
Austin Wells,NYY,C,25,115.0,354,42,81,18,1,13,55,1,2,47,87,1.0,7.0,5,0.229,0.322,0.395,0.717
Josh Lowe,TB,OF,27,106.0,353,37,85,19,2,10,34,25,1,32,123,0.0,2.0,0,0.241,0.302,0.391,0.693
Lenyn Sosa,CWS,2B,25,100.0,351,28,89,13,0,8,35,3,1,12,77,2.0,1.0,3,0.254,0.283,0.359,0.642
Randy Arozarena,TB,OF,29,100.0,350,45,74,19,0,15,37,16,7,45,101,0.0,3.0,11,0.211,0.318,0.394,0.712
Jake Fraley,CIN,OF,29,116.0,350,44,97,19,2,5,26,20,5,26,70,0.0,3.0,3,0.277,0.33,0.386,0.716
Lars Nootbaar,STL,OF,27,109.0,348,39,85,18,3,12,45,7,3,52,79,1.0,3.0,1,0.244,0.342,0.417,0.759
Will Benson,CIN,OF,26,,343,41,64,19,2,14,43,16,7,40,154,1.0,,2,0.187,0.274,0.376,0.65
Spencer Torkelson,DET,1B,25,92.0,342,45,75,21,1,10,37,0,0,33,105,0.0,1.0,4,0.219,0.295,0.374,0.669
Jorge Soler,SF,OF,32,,341,57,82,23,1,12,40,1,0,44,97,0.0,3.0,3,0.24,0.33,0.419,0.749
Alejandro Kirk,TOR,C,26,103.0,340,23,86,19,1,5,54,0,0,35,51,0.0,9.0,2,0.253,0.319,0.359,0.678
Freddy Fermin,KC,C,29,111.0,339,40,92,14,0,6,36,2,0,23,66,1.0,3.0,2,0.271,0.319,0.366,0.685
Johan Rojas,PHI,OF,24,120.0,338,47,82,12,3,3,32,25,4,13,69,8.0,,4,0.243,0.279,0.322,0.601
Geraldo Perdomo,ARI,SS,25,98.0,337,61,92,21,2,3,37,9,1,36,58,7.0,5.0,3,0.273,0.344,0.374,0.718
Abraham Toro,OAK,3B,28,94.0,337,34,81,17,1,6,26,4,2,20,62,2.0,0.0,5,0.24,0.293,0.35,0.643
Anthony Rizzo,NYY,1B,35,92.0,337,38,77,12,0,8,35,0,0,27,65,0.0,2.0,9,0.228,0.301,0.335,0.636
Paul DeJong,CWS,SS,31,102.0,337,39,77,14,0,18,41,2,1,14,112,0.0,3.0,9,0.228,0.275,0.43,0.705
Starling Marte,NYM,OF,36,94.0,335,46,90,13,3,7,40,16,1,27,81,3.0,2.0,3,0.269,0.327,0.388,0.715
David Fry,CLE,C,29,122.0,335,44,88,18,1,14,51,4,1,42,84,0.0,4.0,9,0.263,0.356,0.448,0.804
Michael Massey,KC,2B,26,100.0,332,45,86,17,2,14,45,1,0,15,56,,4.0,3,0.259,0.294,0.449,0.743
Jonny DeLuca,TB,OF,26,107.0,332,29,72,12,4,6,31,16,6,24,77,2.0,0.0,4,0.217,0.278,0.331,0.609
LaMonte Wade,SF,1B,31,117.0,331,45,86,16,0,8,34,2,1,62,90,1.0,3.0,4,0.26,0.38,0.381,0.761
Tyler Freeman,CLE,OF,25,118.0,330,48,69,14,1,7,32,11,6,28,53,3.0,3.0,19,0.209,0.305,0.321,0.626
Will Brennan,CLE,OF,27,114.0,330,37,87,13,2,8,30,4,2,19,48,0.0,1.0,3,0.264,0.309,0.388,0.697
Spencer Horwitz,TOR,1B,27,97.0,328,46,87,19,0,12,40,0,0,42,70,0.0,4.0,7,0.265,0.357,0.433,0.79
Miguel Amaya,CHC,C,25,117.0,328,32,76,13,2,8,47,0,0,23,62,,3.0,4,0.232,0.288,0.357,0.645
Brandon Drury,LAA,2B,32,97.0,325,28,55,7,0,4,15,1,0,27,81,0.0,3.0,5,0.169,0.242,0.228,0.47
Jake Cave,COL,OF,32,123.0,323,42,81,16,5,7,37,5,2,18,98,1.0,3.0,1,0.251,0.29,0.396,0.686
Mark Canha,DET,OF,36,93.0,320,42,74,17,0,7,38,4,0,42,79,0.0,4.0,11,0.231,0.337,0.35,0.687
Carlos Correa,MIN,SS,30,86.0,319,55,99,20,2,14,54,0,0,40,61,0.0,4.0,3,0.31,0.388,0.517,0.905
Tyrone Taylor,NYM,OF,31,130.0,319,47,79,22,3,7,35,11,2,19,80,1.0,1.0,5,0.248,0.299,0.401,0.7
Jesse Winker,WSH,OF,31,101.0,315,51,81,18,0,11,45,14,4,53,84,2.0,2.0,7,0.257,0.374,0.419,0.793
Manuel Margot,MIN,OF,30,129.0,315,37,75,17,1,4,31,5,0,21,54,1.0,3.0,3,0.238,0.289,0.337,0.626
Tyler Fitzgerald,SF,SS,27,96.0,314,53,88,19,2,15,34,17,4,22,108,0.0,1.0,4,0.28,0.334,0.497,0.831
Bo Bichette,TOR,SS,26,81.0,311,29,70,16,1,4,31,5,1,20,64,0.0,2.0,3,0.225,0.277,0.322,0.599
Jake Rogers,DET,C,29,102.0,310,43,61,16,1,10,36,1,0,22,99,0.0,2.0,3,0.197,0.255,0.352,0.607
Francisco Alvarez,NYM,C,23,100.0,308,39,73,14,2,11,47,1,1,30,86,0.0,2.0,2,0.237,0.307,0.403,0.71
Nick Fortes,MIA,C,28,110.0,308,28,70,16,0,4,29,0,1,11,41,7.0,5.0,4,0.227,0.259,0.318,0.577
Miguel Rojas,LAD,SS,36,103.0,307,41,87,21,0,6,36,8,2,23,34,2.0,2.0,3,0.283,0.337,0.41,0.747
Travis d'Arnaud,ATL,C,36,99.0,307,40,73,16,0,15,48,1,0,24,89,0.0,4.0,6,0.238,0.302,0.436,0.738
Gabriel Moreno,ARI,C,25,97.0,305,39,81,18,1,5,45,3,1,41,52,0.0,3.0,2,0.266,0.353,0.38,0.733
Elias Diaz,COL,C,34,84.0,304,26,82,18,0,5,36,0,0,17,64,0.0,,4,0.27,0.315,0.378,0.693
Adam Duvall,ATL,OF,36,104.0,303,29,55,10,0,11,30,0,0,21,99,0.0,1.0,5,0.182,0.245,0.323,0.568
Jake Bauers,MIL,1B,29,117.0,302,45,60,9,2,12,43,13,1,39,118,0.0,0.0,5,0.199,0.301,0.361,0.662
Miguel Andujar,OAK,OF,29,75.0,302,31,86,14,1,4,30,3,2,13,42,0.0,1.0,3,0.285,0.32,0.377,0.697
Willson Contreras,STL,C,32,84.0,301,48,79,17,0,15,36,4,1,45,96,0.0,0.0,12,0.262,0.38,0.468,0.848
Justin Turner,TOR,1B,40,91.0,301,37,77,17,0,6,31,0,2,39,60,0.0,3.0,6,0.256,0.35,0.372,0.722
Gio Urshela,DET,3B,33,92.0,300,25,73,10,1,5,37,0,0,19,49,0.0,5.0,1,0.243,0.286,0.333,0.619
Lane Thomas,WSH,OF,29,77.0,300,42,76,16,3,8,40,28,12,32,72,0.0,4.0,5,0.253,0.331,0.407,0.738
Ty France,SEA,1B,30,88.0,300,28,67,14,0,8,31,0,1,28,83,0.0,1.0,11,0.223,0.312,0.35,0.662
Oswaldo Cabrera,NYY,3B,25,109.0,299,47,74,11,0,8,36,4,2,21,63,2.0,3.0,1,0.247,0.296,0.365,0.661
Michael Siani,STL,OF,25,124.0,298,42,68,7,2,2,20,20,3,21,92,11.0,1.0,3,0.228,0.285,0.285,0.57
Mike Tauchman,CHC,OF,34,109.0,298,50,74,12,1,7,29,6,2,47,70,0.0,1.0,4,0.248,0.357,0.366,0.723
Zach McKinstry,DET,SS,29,118.0,297,32,64,14,5,4,23,16,0,24,69,0.0,2.0,2,0.215,0.277,0.337,0.614
TJ Friedl,CIN,OF,29,85.0,297,35,67,5,1,13,55,9,1,26,52,2.0,4.0,12,0.226,0.31,0.38,0.69
James Wood,WSH,OF,22,79.0,295,43,78,13,4,9,41,14,8,39,97,0.0,0.0,2,0.264,0.354,0.427,0.781
David Hamilton,BOS,2B,27,98.0,294,47,73,17,1,8,28,33,4,22,80,0.0,0.0,1,0.248,0.303,0.395,0.698
Christian Vazquez,MIN,C,34,93.0,294,29,65,10,0,7,27,3,1,11,65,5.0,4.0,1,0.221,0.248,0.327,0.575
Royce Lewis,MIN,3B,25,82.0,292,40,68,16,0,16,47,0,0,28,74,0.0,5.0,0,0.233,0.295,0.452,0.747
Ben Rortvedt,TB,C,27,112.0,290,27,66,13,0,3,31,1,0,34,88,0.0,0.0,4,0.228,0.317,0.303,0.62
Kevin Newman,ARI,SS,31,111.0,288,41,80,17,1,3,28,8,1,15,48,6.0,,0,0.278,0.311,0.375,0.686
Donovan Solano,SD,2B,37,96.0,283,31,81,13,0,8,35,2,1,22,65,0.0,1.0,3,0.286,0.343,0.417,0.76
Luis Rengifo,LAA,2B,27,78.0,283,41,85,13,1,6,30,24,7,16,44,1.0,0.0,4,0.3,0.347,0.417,0.764
Joey Meneses,WSH,DH,32,76.0,281,19,65,11,0,3,42,2,0,21,63,0.0,6.0,5,0.231,0.291,0.302,0.593
Luis Campusano,SD,C,26,91.0,277,37,63,13,0,8,40,0,0,20,41,0.0,1.0,1,0.227,0.281,0.361,0.642
Kyle Tucker,HOU,OF,28,78.0,277,56,80,13,0,23,49,11,0,56,54,0.0,2.0,1,0.289,0.408,0.585,0.993
Javier Baez,DET,SS,32,80.0,272,25,50,12,0,6,37,8,1,12,69,0.0,3.0,2,0.184,0.221,0.294,0.515
Rob Refsnyder,BOS,OF,33,93.0,272,32,77,16,1,11,40,2,2,28,78,0.0,,5,0.283,0.359,0.471,0.83
Ildemaro Vargas,WSH,3B,33,97.0,272,21,67,16,0,1,30,9,4,19,31,5.0,5.0,2,0.246,0.295,0.316,0.611
Ramon Urias,BAL,3B,30,100.0,272,39,69,9,2,11,37,1,1,23,55,0.0,1.0,5,0.254,0.322,0.423,0.745
Tommy Pham,CWS,OF,36,70.0,271,33,72,14,1,5,19,6,3,25,63,0.0,0.0,1,0.266,0.33,0.38,0.71
Jose Iglesias,NYM,2B,35,85.0,270,39,91,16,1,4,26,6,2,12,39,0.0,,8,0.337,0.381,0.448,0.829
Christian Yelich,MIL,OF,33,73.0,270,44,85,12,3,11,42,21,1,40,58,1.0,1.0,2,0.315,0.406,0.504,0.91
Parker Meadows,DET,OF,25,82.0,270,39,66,12,6,9,28,9,4,25,76,,1.0,1,0.244,0.31,0.433,0.743
Michael Taylor,PIT,OF,33,113.0,269,35,52,9,1,5,21,12,1,23,105,4.0,4.0,0,0.193,0.253,0.29,0.543
Ezequiel Duran,TEX,3B,25,92.0,268,26,66,11,0,3,20,1,2,14,63,0.0,1.0,2,0.246,0.288,0.321,0.609
Edouard Julien,MIN,2B,25,94.0,266,36,53,9,0,8,21,6,0,33,102,0.0,0.0,2,0.199,0.292,0.323,0.615
Xavier Edwards,MIA,SS,25,70.0,265,39,87,12,5,1,26,31,4,33,52,1.0,4.0,0,0.328,0.397,0.423,0.82
Richie Palacios,TB,2B,27,92.0,264,46,59,8,1,5,21,19,1,45,67,0.0,1.0,5,0.223,0.346,0.318,0.664
Amed Rosario,TB,2B,29,76.0,264,22,81,17,3,2,26,9,4,7,48,0.0,1.0,3,0.307,0.331,0.417,0.748
Kerry Carpenter,DET,OF,27,87.0,264,37,75,16,5,18,57,0,2,22,75,,3.0,4,0.284,0.345,0.587,0.932
Adam Frazier,KC,2B,33,104.0,262,35,53,10,1,4,22,3,0,22,59,3.0,0.0,7,0.202,0.282,0.294,0.576
Nick Gordon,MIA,OF,29,95.0,260,29,59,11,1,8,32,5,5,11,67,0.0,3.0,1,0.227,0.258,0.369,0.627
Kevin Pillar,LAA,OF,36,83.0,259,37,61,14,1,7,41,10,3,12,61,0.0,2.0,9,0.236,0.291,0.378,0.669
Isiah Kiner-Falefa,TOR,SS,29,83.0,257,32,75,8,2,7,33,3,1,13,37,3.0,2.0,6,0.292,0.338,0.42,0.758
Nolan Jones,COL,OF,26,79.0,256,28,58,13,1,3,28,5,4,36,91,1.0,3.0,1,0.227,0.321,0.32,0.641
Randal Grichuk,ARI,OF,33,106.0,254,40,74,20,2,12,46,0,0,20,46,0.0,2.0,3,0.291,0.348,0.528,0.876
Joey Bart,PIT,C,28,80.0,253,38,67,11,0,13,45,0,0,22,73,0.0,1.0,6,0.265,0.337,0.462,0.799
Brett Wisely,SF,2B,25,91.0,252,25,60,13,1,4,31,2,3,13,65,2.0,3.0,2,0.238,0.278,0.345,0.623
Dominic Smith,BOS,1B,29,84.0,249,29,59,20,0,6,34,1,1,25,65,0.0,0.0,4,0.237,0.317,0.39,0.707
Edmundo Sosa,PHI,SS,28,90.0,249,39,64,12,4,7,31,7,1,13,66,1.0,2.0,8,0.257,0.313,0.422,0.735
Vidal Brujan,MIA,2B,27,102.0,248,32,55,14,2,2,16,5,6,25,54,1.0,0.0,4,0.222,0.303,0.319,0.622
Jack Suwinski,PIT,OF,26,88.0,247,29,45,8,0,9,26,9,1,27,79,1.0,1.0,1,0.182,0.264,0.324,0.588
Kyle Higashioka,SD,C,34,84.0,246,29,54,10,1,17,45,2,0,15,74,1.0,1.0,0,0.22,0.263,0.476,0.739
Tyler Nevin,OAK,3B,27,87.0,245,22,50,10,0,7,20,1,0,25,64,0.0,3.0,5,0.204,0.288,0.331,0.619
Victor Caratini,HOU,C,31,87.0,245,30,66,8,1,8,30,0,1,23,53,0.0,,3,0.269,0.336,0.408,0.744
Gary Sanchez,MIL,C,32,89.0,245,30,54,7,1,11,37,0,0,27,76,0.0,3.0,5,0.22,0.307,0.392,0.699
Jacob Stallings,COL,C,35,82.0,243,31,64,17,1,9,36,0,0,27,65,1.0,1.0,9,0.263,0.357,0.453,0.81
Chas McCormick,HOU,OF,29,94.0,242,32,51,6,1,5,27,8,2,17,72,1.0,3.0,4,0.211,0.271,0.306,0.577
Max Muncy,LAD,3B,34,73.0,237,47,55,17,0,15,48,1,0,45,77,0.0,6.0,5,0.232,0.358,0.494,0.852
David Peralta,SD,OF,37,91.0,236,35,63,11,0,8,28,2,0,22,54,0.0,0.0,2,0.267,0.335,0.415,0.75
Tim Anderson,MIA,SS,31,65.0,234,16,50,3,0,0,9,4,4,7,68,0.0,0.0,0,0.214,0.237,0.226,0.463
Sean Murphy,ATL,C,30,72.0,233,19,45,5,1,10,25,0,0,27,67,0.0,1.0,3,0.193,0.284,0.352,0.636
Austin Martin,MIN,OF,25,93.0,233,41,59,18,1,1,16,7,3,20,47,2.0,0.0,2,0.253,0.318,0.352,0.67
Jonah Bride,MIA,1B,29,71.0,232,30,64,10,0,11,39,0,1,30,55,0.0,7.0,3,0.276,0.357,0.461,0.818
Noelvi Marte,CIN,3B,23,66.0,229,24,48,9,0,4,18,9,3,9,75,0.0,1.0,3,0.21,0.248,0.301,0.549
Ivan Herrera,STL,C,24,72.0,229,37,69,12,1,5,27,5,0,25,53,0.0,2.0,2,0.301,0.372,0.428,0.8
Willie Calhoun,LAA,OF,30,68.0,229,26,56,16,0,5,20,0,1,23,31,0.0,1.0,1,0.245,0.315,0.38,0.695
Victor Robles,SEA,OF,27,77.0,229,41,75,20,0,4,26,30,1,16,44,5.0,2.0,10,0.328,0.393,0.467,0.86
Eloy Jimenez,CWS,DH,28,65.0,229,18,55,9,0,5,16,3,0,18,47,0.0,,1,0.24,0.297,0.345,0.642
Juan Yepez,WSH,1B,27,62.0,226,32,64,15,0,6,26,2,1,18,42,1.0,3.0,1,0.283,0.335,0.429,0.764
Elehuris Montero,COL,3B,26,67.0,224,23,46,10,0,4,28,0,0,20,56,0.0,3.0,0,0.205,0.267,0.304,0.571
Andy Ibanez,DET,2B,31,99.0,224,30,54,9,1,5,32,2,3,15,63,0.0,2.0,3,0.241,0.295,0.357,0.652
Joey Gallo,WSH,OF,31,76.0,223,24,36,9,0,10,27,3,1,32,102,0.0,1.0,4,0.161,0.277,0.336,0.613
Dominic Fletcher,CWS,OF,27,72.0,223,14,46,8,0,1,17,0,0,11,58,2.0,1.0,3,0.206,0.252,0.256,0.508
Matt Wallner,MIN,OF,27,75.0,220,26,57,17,1,13,37,3,0,24,95,0.0,1.0,16,0.259,0.372,0.523,0.895
Eddie Rosario,WSH,OF,33,67.0,219,26,40,11,0,7,26,8,1,13,54,1.0,2.0,0,0.183,0.226,0.329,0.555
Taylor Walls,TB,SS,28,,218,27,40,5,3,1,14,16,4,31,67,0.0,3.0,0,0.183,0.282,0.248,0.53
Ramon Laureano,ATL,OF,30,67.0,216,28,64,13,1,10,29,5,2,8,64,0.0,0.0,2,0.296,0.327,0.505,0.832
Kyle Farmer,MIN,SS,34,107.0,215,26,46,13,1,5,25,3,5,19,49,0.0,,6,0.214,0.293,0.353,0.646
Yasmani Grandal,PIT,C,36,72.0,215,26,49,10,0,9,27,1,0,24,46,3.0,1.0,0,0.228,0.304,0.4,0.704
Wilmer Flores,SF,1B,33,71.0,214,19,44,12,0,4,26,0,0,20,33,0.0,5.0,3,0.206,0.277,0.318,0.595
James McCann,BAL,C,34,66.0,214,27,50,9,0,8,31,1,0,13,56,0.0,4.0,2,0.234,0.279,0.388,0.667
Chris Taylor,LAD,2B,34,87.0,213,28,43,7,1,4,23,5,1,28,76,1.0,2.0,2,0.202,0.298,0.3,0.598
Garrett Hampson,KC,SS,30,113.0,213,16,49,13,1,0,16,7,2,14,59,2.0,2.0,0,0.23,0.275,0.3,0.575
Triston Casas,BOS,1B,25,63.0,212,28,51,8,0,13,32,0,1,30,77,0.0,0.0,1,0.241,0.337,0.462,0.799
Hunter Goodman,COL,C,25,70.0,211,24,40,9,0,13,36,1,1,8,64,0.0,,3,0.19,0.228,0.417,0.645
Jose Trevino,NYY,C,32,74.0,209,26,45,5,0,8,28,1,0,20,41,1.0,2.0,2,0.215,0.288,0.354,0.642
Stuart Fairchild,CIN,OF,28,94.0,209,33,45,8,0,8,30,13,1,17,60,2.0,1.0,4,0.215,0.286,0.368,0.654
Isiah Kiner-Falefa,PIT,SS,29,50.0,208,21,50,10,2,1,10,8,1,3,41,0.0,0.0,4,0.24,0.265,0.322,0.587
Addison Barger,TOR,3B,25,69.0,208,20,41,11,0,7,28,2,0,14,60,0.0,1.0,1,0.197,0.25,0.351,0.601
Anthony Rendon,LAA,3B,34,57.0,206,21,45,10,0,0,14,6,1,23,35,0.0,4.0,5,0.218,0.307,0.267,0.574
Nick Senzel,WSH,OF,29,64.0,206,25,43,10,0,7,18,1,3,27,53,0.0,0.0,1,0.209,0.303,0.359,0.662
Nelson Velazquez,KC,DH,26,64.0,205,31,41,8,1,8,27,2,0,19,61,,3.0,3,0.2,0.274,0.366,0.64
Justyn-Henry Malloy,DET,OF,25,71.0,202,18,41,7,1,8,21,1,1,23,85,0.0,2.0,3,0.203,0.291,0.366,0.657
Pedro Pages,STL,C,26,68.0,202,19,48,3,2,7,27,2,0,13,58,1.0,2.0,0,0.238,0.281,0.376,0.657
Enmanuel Valdez,BOS,2B,26,76.0,201,23,43,12,0,6,28,1,1,17,53,1.0,,0,0.214,0.27,0.363,0.633
Emmanuel Rivera,MIA,3B,28,97.0,201,15,43,6,1,1,15,2,0,20,51,1.0,3.0,4,0.214,0.294,0.269,0.563
DJ LeMahieu,NYY,3B,36,,201,19,41,5,0,2,26,0,1,19,35,1.0,6.0,1,0.204,0.269,0.259,0.528
Kevin Kiermaier,TOR,OF,34,82.0,200,24,39,7,2,4,18,5,0,10,66,5.0,1.0,1,0.195,0.236,0.31,0.546
Randy Arozarena,SEA,OF,29,54.0,199,32,46,14,0,5,23,4,3,28,68,0.0,1.0,11,0.231,0.356,0.377,0.733
Romy Gonzalez,BOS,2B,28,,199,25,53,10,1,6,29,11,3,12,58,0.0,4.0,1,0.266,0.306,0.417,0.723
Danny Jansen,TOR,C,29,62.0,198,27,42,13,0,6,18,0,0,25,42,0.0,3.0,2,0.212,0.303,0.369,0.672
Garrett Mitchell,MIL,OF,26,69.0,196,33,50,12,3,8,21,11,4,25,71,2.0,0.0,1,0.255,0.342,0.469,0.811
Daniel Schneemann,CLE,SS,28,73.0,193,17,42,10,2,5,22,3,2,25,70,0.0,3.0,0,0.218,0.303,0.368,0.671
Ronald Acuna,ATL,OF,27,49.0,192,38,48,8,1,4,15,16,3,27,53,0.0,0.0,3,0.25,0.351,0.365,0.716
Jorge Mateo,BAL,2B,29,68.0,192,30,44,14,2,5,18,13,2,10,48,2.0,3.0,1,0.229,0.267,0.401,0.668
Travis Jankowski,TEX,OF,33,104.0,190,19,38,5,0,1,12,11,1,12,44,0.0,0.0,5,0.2,0.266,0.242,0.508
Trey Lipscomb,WSH,3B,24,61.0,190,20,38,3,0,1,10,11,2,16,40,1.0,1.0,2,0.2,0.268,0.232,0.5
Jackson Holliday,BAL,2B,21,60.0,190,28,36,4,2,5,23,4,0,15,69,0.0,1.0,2,0.189,0.255,0.311,0.566
Tyler Soderstrom,OAK,1B,23,61.0,189,18,44,10,0,9,26,0,0,20,53,0.0,1.0,3,0.233,0.315,0.429,0.744
Carson Kelly,DET,C,30,60.0,179,21,43,4,1,7,29,0,0,17,40,0.0,1.0,6,0.24,0.325,0.391,0.716
Trent Grisham,NYY,OF,28,76.0,179,21,34,8,0,9,31,1,1,22,57,1.0,2.0,4,0.19,0.29,0.385,0.675
Isaac Paredes,CHC,3B,26,52.0,179,23,40,6,0,3,25,1,0,24,37,0.0,4.0,5,0.223,0.325,0.307,0.632
Ty France,CIN,1B,30,52.0,179,18,45,10,0,5,20,1,0,10,31,0.0,4.0,2,0.251,0.292,0.391,0.683
Leo Jimenez,TOR,SS,23,63.0,179,18,41,11,0,4,19,0,0,12,59,,3.0,16,0.229,0.329,0.358,0.687
Jhonkensy Noel,CLE,OF,23,67.0,179,25,39,7,1,13,28,0,0,13,63,0.0,1.0,5,0.218,0.288,0.486,0.774
Josh Jung,TEX,3B,27,46.0,178,19,47,5,1,7,16,4,0,8,48,0.0,1.0,1,0.264,0.298,0.421,0.719
Jazz Chisholm,NYY,3B,27,46.0,176,28,48,7,0,11,23,18,2,14,45,0.0,1.0,0,0.273,0.325,0.5,0.825
Edward Olivares,PIT,OF,28,55.0,174,22,39,4,0,5,23,1,0,16,37,0.0,4.0,2,0.224,0.291,0.333,0.624
Christopher Morel,TB,2B,25,,173,13,33,4,2,3,9,1,2,14,56,0.0,1.0,2,0.191,0.258,0.289,0.547
Corey Julks,CWS,OF,28,66.0,173,17,37,7,0,3,14,5,2,15,50,0.0,1.0,0,0.214,0.275,0.306,0.581
Jason Heyward,LAD,OF,35,63.0,173,25,36,10,2,6,28,4,0,17,36,0.0,3.0,4,0.208,0.289,0.393,0.682
Brooks Lee,MIN,SS,24,50.0,172,9,38,6,1,3,27,3,0,11,27,0.0,2.0,0,0.221,0.265,0.32,0.585
Lane Thomas,CLE,OF,29,53.0,172,23,36,10,0,7,23,4,2,12,65,0.0,1.0,2,0.209,0.267,0.39,0.657
Daz Cameron,OAK,OF,28,66.0,170,22,34,5,1,5,15,5,0,13,51,0.0,2.0,1,0.2,0.258,0.329,0.587
Jordan Beck,COL,OF,23,55.0,170,14,32,6,0,3,13,7,1,12,65,0.0,1.0,1,0.188,0.245,0.276,0.521
Dominic Canzone,SEA,OF,27,67.0,168,20,33,7,0,8,17,1,0,18,53,0.0,2.0,0,0.196,0.271,0.381,0.652
Blaze Alexander,ARI,SS,25,61.0,166,19,41,7,0,3,21,3,1,15,49,1.0,0.0,3,0.247,0.321,0.343,0.664
Junior Caminero,TB,3B,21,43.0,165,15,41,9,1,6,18,2,0,11,38,0.0,0.0,1,0.248,0.299,0.424,0.723
Jordan Walker,STL,OF,22,51.0,164,16,33,10,1,5,20,1,0,10,50,0.0,2.0,2,0.201,0.253,0.366,0.619
Garrett Stubbs,PHI,C,31,56.0,164,18,34,4,1,1,11,5,0,17,50,0.0,1.0,4,0.207,0.296,0.262,0.558
Harold Ramirez,TB,DH,30,48.0,164,21,44,3,0,1,13,5,2,3,33,0.0,1.0,1,0.268,0.284,0.305,0.589
Bryan De La Cruz,PIT,OF,28,44.0,160,17,32,6,0,3,17,2,1,4,52,0.0,3.0,1,0.2,0.22,0.294,0.514
Justin Turner,SEA,1B,40,48.0,159,22,42,7,0,5,24,0,0,20,35,0.0,4.0,7,0.264,0.363,0.403,0.766
Alex Kirilloff,MIN,OF,27,57.0,159,20,32,8,3,5,20,0,0,15,47,0.0,3.0,1,0.201,0.27,0.384,0.654
DJ Stewart,NYM,OF,31,74.0,158,16,28,4,0,5,19,1,0,31,48,0.0,1.0,4,0.177,0.325,0.297,0.622
Patrick Wisdom,CHC,3B,33,75.0,158,16,27,7,2,8,23,5,0,10,59,1.0,1.0,4,0.171,0.237,0.392,0.629
Matt Thaiss,LAA,C,29,57.0,157,14,32,9,0,2,16,3,0,28,58,0.0,1.0,0,0.204,0.323,0.299,0.622
Austin Hays,BAL,OF,29,63.0,157,18,40,13,0,3,14,0,1,9,40,1.0,2.0,6,0.255,0.316,0.395,0.711
Jose Tena,WSH,3B,23,41.0,157,14,43,5,0,3,15,6,1,7,39,0.0,0.0,0,0.274,0.305,0.363,0.668
Kyle Stowers,MIA,OF,27,50.0,156,12,29,7,2,2,15,0,0,13,61,0.0,0.0,3,0.186,0.262,0.295,0.557
Whit Merrifield,PHI,2B,36,53.0,156,21,31,4,1,3,11,11,1,15,19,1.0,0.0,2,0.199,0.277,0.295,0.572
Nick Ahmed,SF,SS,34,52.0,155,13,36,6,1,1,15,1,1,10,35,3.0,3.0,1,0.232,0.278,0.303,0.581
Brett Baty,NYM,3B,25,50.0,153,15,35,3,0,4,16,0,0,16,42,1.0,0.0,1,0.229,0.306,0.327,0.633
Gabriel Arias,CLE,SS,24,53.0,153,15,34,9,1,3,15,5,2,6,53,0.0,1.0,1,0.222,0.255,0.353,0.608
Jorge Soler,ATL,OF,32,49.0,152,27,37,11,0,9,24,0,0,24,44,0.0,1.0,3,0.243,0.356,0.493,0.849
Ben Rice,NYY,1B,26,50.0,152,20,26,6,0,7,23,0,1,20,48,0.0,5.0,1,0.171,0.264,0.349,0.613
Angel Martinez,CLE,OF,23,43.0,151,16,35,7,0,3,11,3,1,15,33,1.0,2.0,0,0.232,0.298,0.338,0.636
Luis Matos,SF,OF,23,45.0,150,14,32,5,0,5,25,0,0,5,24,0.0,1.0,0,0.213,0.237,0.347,0.584
Nick Loftin,KC,1B,26,57.0,148,15,28,4,0,1,14,1,0,19,24,1.0,2.0,1,0.189,0.282,0.236,0.518
Connor Norby,MIA,3B,24,36.0,146,29,36,8,0,7,17,3,3,15,52,0.0,1.0,0,0.247,0.315,0.445,0.76
Nick Martini,CIN,OF,34,52.0,146,23,31,4,2,5,24,1,3,9,38,0.0,3.0,4,0.212,0.272,0.37,0.642
Kyle Manzardo,CLE,DH,24,53.0,145,11,34,12,0,5,15,0,0,9,41,0.0,1.0,1,0.234,0.282,0.421,0.703
Jung Hoo Lee,SF,OF,26,37.0,145,15,38,4,0,2,8,2,3,10,13,0.0,2.0,1,0.262,0.31,0.331,0.641
Victor Scott,STL,OF,24,53.0,145,14,26,9,0,2,10,5,1,6,42,0.0,2.0,2,0.179,0.219,0.283,0.502
Evan Carter,TEX,OF,22,45.0,144,23,27,6,2,5,15,2,0,15,43,0.0,1.0,2,0.188,0.272,0.361,0.633
Kyle McCann,OAK,C,27,54.0,140,13,33,4,0,5,15,0,0,16,59,0.0,0.0,1,0.236,0.318,0.371,0.689
Josh Bell,ARI,1B,32,41.0,140,24,39,5,1,5,22,0,1,17,32,0.0,0.0,1,0.279,0.361,0.436,0.797
Austin Barnes,LAD,C,35,54.0,140,12,37,3,0,1,11,3,0,14,36,2.0,0.0,0,0.264,0.331,0.307,0.638
Alex Jackson,TB,C,29,58.0,139,17,17,7,0,3,12,1,0,12,53,1.0,1.0,2,0.122,0.201,0.237,0.438
